across_flats,availability,category,condition,description,diameter,finish,grade,heat_treatment,height,leg1,leg2,length,material,minimum_order,outer_diameter,part_number,side,specifications,supplier,temper,thickness,unit_price,units,wall_thickness,weight_per_unit,width
,417,Tube Square,,"Alloy Steel 8620 Tube Square, 2.742"" x 2.742"" x 0.095"" wall",,,8620,Quenched,2.742,,,162.0,Alloy Steel 8620,1,,AS-8620-TS-2742x2742x0095,,,MetalDistributors LLC,,,133.11,inches,0.095,46.18,2.742
,924,Bar Rectangular,,"Aluminum 3003 Rectangular Bar, 7.411"" x 2.259"" x 102.8"" length",,Clad,3003,,2.259,,,102.8,Aluminum 3003,5,,AL-3003-BX-7411x2259x103,,,MetalWarehouse Co,O,,396.9,inches,,167.75,7.411
,132,Tube Square,Cold Worked,"Nickel Alloy Inconel 718 Tube Square, 4.018"" x 4.018"" x 0.104"" wall",,,Inconel 718,,4.018,,,209.3,Nickel Alloy Inconel 718,25,,NI-Inconel 718-TS-4018x4018x0104,,,PremiumSteel Inc,,,10823.06,inches,0.104,103.34,4.018
,830,Plate,,"Alloy Steel 8620 Plate, 133.75"" x 105.26"" x 8.924"" thick",,,8620,Annealed,,,,133.75,Alloy Steel 8620,5,,AS-8620-PL-134x105x8924,,,MetalMart Industries,,8.924,90530.35,inches,,35603.57,105.26
,49,Channel,,Stainless Steel 316L Channel,,2B,316L,,,,,,Stainless Steel 316L,100,,SS-316L-CH-162,,,BrassWorks LLC,,,15.55,inches,,2.89,
,884,Tube Square,,"Aluminum 1100 Tube Square, 5.34"" x 5.34"" x 0.319"" wall",,Mill,1100,,5.34,,,34.3,Aluminum 1100,5,,AL-1100-TS-5340x5340x0319,,,AlumTech Solutions,T651,,73.67,inches,0.319,21.42,5.34
3.012,626,Bar Hex,,"Copper 145 Hexagonal Bar, 3.012"" across flats x 76.5"" length",,,145,,,,,76.5,Copper 145,50,,CU-145-BH-HEX3012x76,,,SteelConnection,Spring,,9077.04,inches,,583.21,
,720,Tube Round,,"Aluminum 1100 Round Tube, 7.97"" OD x 0.894"" wall x 235.6"" length",,Painted,1100,,,,,235.6,Aluminum 1100,1,7.97,AL-1100-TR-OD7970x0894x236,,,PrecisionMetal Co,T4,,1476.62,inches,0.894,456.37,
,388,Bar Rectangular,,"Aluminum 3003 Rectangular Bar, 2.918"" x 2.015"" x 44.5"" length",,Powder Coated,3003,,2.015,,,44.5,Aluminum 3003,5,,AL-3003-BX-2918x2015x44,,,AluminumDirect,H32,,79.9,inches,,25.5,2.918
,366,Tube Rectangular,Aged,"Titanium Grade 12 Tube Rectangular, 0.809"" x 4.464"" x 0.215"" wall",,,Grade 12,,4.464,,,26.1,Titanium Grade 12,5,,TI-Grade 12-TX-0809x4464x0215,,,MetalSupply Direct,,,779.99,inches,0.215,8.83,0.809
,172,Angle,,"Copper 194 Angle, 6.928"" x 7.985"" x 0.745"" thick",,,194,,,6.928,7.985,107.2,Copper 194,1,,CU-194-AN-537,,,AlloyMasters Corp,Soft,0.745,6053.89,inches,,365.99,
,528,Tube Square,,"Brass C240 Tube Square, 2.828"" x 2.828"" x 0.356"" wall",,,C240,,2.828,,,66.3,Brass C240,25,,BR-C240-TS-2828x2828x0356,,,PrecisionMetal Co,O50,,959.08,inches,0.356,71.61,2.828
3.362,786,Bar Hex,Solution Annealed,"Nickel Alloy Inconel 718 Hexagonal Bar, 3.362"" across flats x 33.0"" length",,,Inconel 718,,,,,33.0,Nickel Alloy Inconel 718,50,,NI-Inconel 718-BH-HEX3362x33,,,AlloyMasters Corp,,,34831.68,inches,,293.86,
,423,Foil,,"Carbon Steel 8620 Foil, 18.0"" wide x 0.0007"" thick x 9978.0 feet",,Hot Rolled,8620,,,,,9978.0,Carbon Steel 8620,1,,CS-8620-FL-675,,,SteelTech Solutions,,0.0007,2640.9,feet,,427.54,18.0
,541,Sheet,,"Copper 195 Sheet, 70.65"" x 86.33"" x 0.97"" thick",,,195,,,,,70.65,Copper 195,1,,CU-195-SH-71x86x0970,,,PremiumSteel Inc,Half Hard,0.97,23020.37,inches,,1913.64,86.33
,366,Tube Rectangular,,"Stainless Steel 410 Tube Rectangular, 6.087"" x 2.945"" x 0.192"" wall",,BA,410,,2.945,,,188.1,Stainless Steel 410,1,,SS-410-TX-6087x2945x0192,,,PrecisionMetal Co,,,1287.64,inches,0.192,180.4,6.087
2.333,286,Bar Hex,Tempered,"Tool Steel D2 Hexagonal Bar, 2.333"" across flats x 98.9"" length",,,D2,,,,,98.9,Tool Steel D2,1,,TS-D2-BH-HEX2333x99,,,SteelWorks Express,,,13200.79,inches,,393.79,
,677,Foil,,"Copper 195 Foil, 39.3"" wide x 0.0089"" thick x 3059.0 feet",,,195,,,,,3059.0,Copper 195,1,,CU-195-FL-809,,,TitaniumPro Inc,Hard,0.0089,201259.15,feet,,4152.97,39.3
0.687,673,Bar Hex,,"Alloy Steel 4340 Hexagonal Bar, 0.687"" across flats x 88.9"" length",,,4340,Quenched,,,,88.9,Alloy Steel 4340,100,,AS-4340-BH-HEX0687x89,,,PremiumSteel Inc,,,75.68,inches,,30.89,
,637,Beam I,,Carbon Steel 1045 Beam I,,Hot Rolled,1045,,,,,,Carbon Steel 1045,5,,CS-1045-BM-502,,,MetalCraft Supply,,,4.07,inches,,2.83,
,957,Bar Square,,"Brass C240 Square Bar, 7.71"" x 226.7"" length",,,C240,,,,,226.7,Brass C240,25,,BR-C240-BS-7710x227,7.71,,SteelWorks Express,H01,,40428.96,inches,,4135.1,
,430,Bar Round,Annealed,"Tool Steel H13 Round Bar, 3.729"" diameter x 41.6"" length",3.729,,H13,,,,,41.6,Tool Steel H13,1,,TS-H13-BR-D3729x42,,,AlumTech Solutions,,,3036.59,inches,,127.93,
,790,Bar Round,As Cast,"Bronze C954 Round Bar, 8.586"" diameter x 95.7"" length",8.586,,C954,,,,,95.7,Bronze C954,5,,BZ-C954-BR-D8586x96,,,MetalDepot Supply,,,20132.31,inches,,1760.24,
,41,Angle,,"Copper 110 Angle, 6.362"" x 3.049"" x 0.987"" thick",,,110,,,6.362,3.049,155.2,Copper 110,1,,CU-110-AN-470,,,SpecialtyAlloys Ltd,Hard,0.987,5994.85,inches,,417.39,
,492,Tube Round,,"Aluminum 2024 Round Tube, 1.842"" OD x 0.494"" wall x 217.3"" length",,Clad,2024,,,,,217.3,Aluminum 2024,1,1.842,AL-2024-TR-OD1842x0494x217,,,MetalCraft Supply,O,,201.13,inches,0.494,44.31,
,9,Tube Round,,"Alloy Steel A36 Round Tube, 3.21"" OD x 0.244"" wall x 182.2"" length",,,A36,Normalized,,,,182.2,Alloy Steel A36,25,3.21,AS-A36-TR-OD3210x0244x182,,,MetalDepot Supply,,,400.35,inches,0.244,117.39,
,189,Bar Round,Cold Worked,"Nickel Alloy Hastelloy C276 Round Bar, 5.053"" diameter x 33.2"" length",5.053,,Hastelloy C276,,,,,33.2,Nickel Alloy Hastelloy C276,5,,NI-Hastelloy C276-BR-D5053x33,,,AlloySupply Corp,,,14274.37,inches,,201.89,
,936,Sheet,Aged,"Nickel Alloy Inconel 600 Sheet, 79.6"" x 78.87"" x 0.853"" thick",,,Inconel 600,,,,,79.6,Nickel Alloy Inconel 600,1,,NI-Inconel 600-SH-80x79x0853,,,AlloyExperts Inc,,0.853,94282.02,inches,,1623.9,78.87
,375,Wire,As Cast,"Bronze C510 Wire, 0.1308"" diameter x 9898.0 feet",0.1308,,C510,,,,,9898.0,Bronze C510,1,,BZ-C510-WR-233,,,MetalSource Pro,,,8572.9,feet,,507.02,
,674,Sheet,,"Stainless Steel 347 Sheet, 137.2"" x 40.79"" x 0.547"" thick",,Mill,347,,,,,137.2,Stainless Steel 347,1,,SS-347-SH-137x41x0547,,,SteelSolutions Pro,,0.547,4169.01,inches,,884.08,40.79
,864,Beam I,,Stainless Steel 321 Beam I,,Brushed,321,,,,,,Stainless Steel 321,1,,SS-321-BM-119,,,SteelConnection,,,17.08,inches,,2.89,
,925,Plate,Solution Annealed,"Nickel Alloy Hastelloy C276 Plate, 67.7"" x 30.62"" x 0.286"" thick",,,Hastelloy C276,,,,,67.7,Nickel Alloy Hastelloy C276,25,,NI-Hastelloy C276-PL-68x31x0286,,,AlloyMasters Corp,,0.286,15305.57,inches,,179.78,30.62
,674,Tube Rectangular,Solution Annealed,"Nickel Alloy Inconel 625 Tube Rectangular, 7.132"" x 4.915"" x 0.379"" wall",,,Inconel 625,,4.915,,,94.4,Nickel Alloy Inconel 625,1,,NI-Inconel 625-TX-7132x4915x0379,,,MetalDepot Supply,,,36487.0,inches,0.379,244.95,7.132
,535,Tube Round,As Cast,"Bronze C220 Round Tube, 1.756"" OD x 0.38"" wall x 88.5"" length",,,C220,,,,,88.5,Bronze C220,100,1.756,BZ-C220-TR-OD1756x0380x88,,,AlloySupply Corp,,,620.2,inches,0.38,46.18,
,606,Sheet,As Cast,"Bronze C630 Sheet, 125.64"" x 37.78"" x 0.774"" thick",,,C630,,,,,125.64,Bronze C630,10,,BZ-C630-SH-126x38x0774,,,IndustrialMetals Inc,,0.774,8081.99,inches,,1167.13,37.78
,682,Bar Square,,"Stainless Steel 316L Square Bar, 0.257"" x 225.7"" length",,BA,316L,,,,,225.7,Stainless Steel 316L,1,,SS-316L-BS-0257x226,0.257,,SteelTech Solutions,,,29.05,inches,,4.31,
,931,Tube Square,Annealed,"Titanium Grade 2 Tube Square, 2.477"" x 2.477"" x 0.102"" wall",,,Grade 2,,2.477,,,83.4,Titanium Grade 2,25,,TI-Grade 2-TS-2477x2477x0102,,,AlumTech Solutions,,,928.08,inches,0.102,13.13,2.477
,772,Bar Rectangular,Tempered,"Tool Steel A2 Rectangular Bar, 1.921"" x 2.563"" x 184.1"" length",,,A2,,2.563,,,184.1,Tool Steel A2,1,,TS-A2-BX-1921x2563x184,,,SteelSolutions Pro,,,8357.96,inches,,255.23,1.921
2.276,741,Bar Hex,Solution Treated,"Titanium Grade 7 Hexagonal Bar, 2.276"" across flats x 138.8"" length",,,Grade 7,,,,,138.8,Titanium Grade 7,1,,TI-Grade 7-BH-HEX2276x139,,,AlloyMasters Corp,,,23025.61,inches,,303.45,
,959,Bar Round,Hardened,"Tool Steel H13 Round Bar, 9.676"" diameter x 194.0"" length",9.676,,H13,,,,,194.0,Tool Steel H13,10,,TS-H13-BR-D9676x194,,,SteelTech Solutions,,,84531.38,inches,,4016.84,
,59,Sheet,Aged,"Nickel Alloy Monel 400 Sheet, 86.33"" x 50.16"" x 1.479"" thick",,,Monel 400,,,,,86.33,Nickel Alloy Monel 400,100,,NI-Monel 400-SH-86x50x1479,,,AluminumDirect,,1.479,103158.96,inches,,1942.11,50.16
,272,Tube Rectangular,,"Brass C240 Tube Rectangular, 4.511"" x 1.59"" x 0.12"" wall",,,C240,,1.59,,,178.6,Brass C240,50,,BR-C240-TX-4511x1590x0120,,,MetalCrafters Inc,O50,,1058.8,inches,0.12,77.09,4.511
,772,Angle,,"Copper 194 Angle, 2.68"" x 0.6"" x 0.54"" thick",,,194,,,2.68,0.6,141.8,Copper 194,1,,CU-194-AN-875,,,MetalDepot Supply,Spring,0.54,966.29,inches,,67.86,
,856,Foil,,"Copper 101 Foil, 32.4"" wide x 0.0057"" thick x 1377.0 feet",,,101,,,,,1377.0,Copper 101,10,,CU-101-FL-168,,,MetalSupply Direct,Half Hard,0.0057,58918.24,feet,,987.08,32.4
,713,Bar Rectangular,Solution Treated,"Titanium Grade 7 Rectangular Bar, 7.428"" x 2.793"" x 12.1"" length",,,Grade 7,,2.793,,,12.1,Titanium Grade 7,1,,TI-Grade 7-BX-7428x2793x12,,,SteelSolutions Pro,,,1960.0,inches,,40.78,7.428
,389,Bar Rectangular,Solution Annealed,"Nickel Alloy Inconel 600 Rectangular Bar, 3.916"" x 3.379"" x 110.3"" length",,,Inconel 600,,3.379,,,110.3,Nickel Alloy Inconel 600,1,,NI-Inconel 600-BX-3916x3379x110,,,MetalSource Pro,,,29935.93,inches,,442.58,3.916
,78,Foil,,"Carbon Steel 1008 Foil, 32.1"" wide x 0.0025"" thick x 2593.0 feet",,Pickled,1008,,,,,2593.0,Carbon Steel 1008,100,,CS-1008-FL-173,,,MetalSource Pro,,0.0025,5205.04,feet,,707.63,32.1
,381,Beam I,,Aluminum 7050 Beam I,,Powder Coated,7050,,,,,,Aluminum 7050,1,,AL-7050-BM-486,,,BrassWorks LLC,H32,,2.69,inches,,0.97,
,142,Bar Square,Solution Annealed,"Nickel Alloy Hastelloy C276 Square Bar, 3.719"" x 177.6"" length",,,Hastelloy C276,,,,,177.6,Nickel Alloy Hastelloy C276,1,,NI-Hastelloy C276-BS-3719x178,3.719,,AlumTech Solutions,,,68336.62,inches,,744.87,
,6,Sheet,,"Brass C260 Sheet, 140.42"" x 37.18"" x 1.908"" thick",,,C260,,,,,140.42,Brass C260,10,,BR-C260-SH-140x37x1908,,,SteelWorks Express,O60,1.908,20964.36,inches,,3056.63,37.18
,930,Sheet,Hardened,"Tool Steel W1 Sheet, 52.05"" x 73.98"" x 0.718"" thick",,,W1,,,,,52.05,Tool Steel W1,50,,TS-W1-SH-52x74x0718,,,SpecialtyAlloys Ltd,,0.718,17546.44,inches,,778.5,73.98
,861,Angle,,"Brass C260 Angle, 1.201"" x 0.996"" x 0.235"" thick",,,C260,,,1.201,0.996,214.1,Brass C260,50,,BR-C260-AN-737,,,SteelTech Solutions,O60,0.235,328.55,inches,,30.29,
,813,Angle,,"Carbon Steel 1010 Angle, 5.827"" x 3.345"" x 0.254"" thick",,Zinc Plated,1010,,,5.827,3.345,222.3,Carbon Steel 1010,10,,CS-1010-AN-326,,,MetalDistributors LLC,,0.254,219.69,inches,,142.7,
,614,Angle,,"Aluminum 3003 Angle, 1.505"" x 4.956"" x 0.731"" thick",,Clad,3003,,,1.505,4.956,191.0,Aluminum 3003,1,,AL-3003-AN-962,,,BrassWorks LLC,H32,0.731,248.64,inches,,77.98,
,794,Bar Square,,"Stainless Steel 420 Square Bar, 6.314"" x 125.8"" length",,Brushed,420,,,,,125.8,Stainless Steel 420,10,,SS-420-BS-6314x126,6.314,,SteelCorp Supply,,,6829.45,inches,,1448.39,
,770,Plate,,"Carbon Steel 8620 Plate, 166.7"" x 106.86"" x 3.345"" thick",,Cold Rolled,8620,,,,,166.7,Carbon Steel 8620,1,,CS-8620-PL-167x107x3345,,,MetalDistributors LLC,,3.345,25713.31,inches,,16885.88,106.86
,731,Tube Square,Work Hardened,"Bronze C932 Tube Square, 4.666"" x 4.666"" x 0.05"" wall",,,C932,,4.666,,,180.9,Bronze C932,1,,BZ-C932-TS-4666x4666x0050,,,SteelSolutions Pro,,,908.0,inches,0.05,53.05,4.666
,120,Tube Square,Solution Annealed,"Nickel Alloy Inconel 600 Tube Square, 3.82"" x 3.82"" x 0.083"" wall",,,Inconel 600,,3.82,,,104.5,Nickel Alloy Inconel 600,25,,NI-Inconel 600-TS-3820x3820x0083,,,BrassWorks LLC,,,4789.21,inches,0.083,39.32,3.82
,864,Tube Round,Heat Treated,"Bronze C630 Round Tube, 1.399"" OD x 0.201"" wall x 148.3"" length",,,C630,,,,,148.3,Bronze C630,10,1.399,BZ-C630-TR-OD1399x0201x148,,,IndustrialMetals Inc,,,569.96,inches,0.201,35.64,
1.331,193,Bar Hex,,"Stainless Steel 316L Hexagonal Bar, 1.331"" across flats x 71.6"" length",,BA,316L,,,,,71.6,Stainless Steel 316L,100,,SS-316L-BH-HEX1331x72,,,SpecialtyAlloys Ltd,,,713.26,inches,,95.17,
,452,Channel,Hardened,Tool Steel D2 Channel,,,D2,,,,,,Tool Steel D2,1,,TS-D2-CH-923,,,MetalCrafters Inc,,,76.3,inches,,2.82,
,947,Bar Round,,"Alloy Steel A992 Round Bar, 2.698"" diameter x 89.8"" length",2.698,,A992,Annealed,,,,89.8,Alloy Steel A992,10,,AS-A992-BR-D2698x90,,,IndustrialMetals Inc,,,410.73,inches,,145.49,
,91,Sheet,Aged,"Titanium Grade 2 Sheet, 84.91"" x 32.02"" x 0.072"" thick",,,Grade 2,,,,,84.91,Titanium Grade 2,5,,TI-Grade 2-SH-85x32x0072,,,AlloyExperts Inc,,0.072,1472.11,inches,,31.8,32.02
,82,Bar Round,,"Aluminum 3003 Round Bar, 5.421"" diameter x 156.3"" length",5.421,Anodized,3003,,,,,156.3,Aluminum 3003,1,,AL-3003-BR-D5421x156,,,SteelSolutions Pro,T4,,777.96,inches,,351.62,
,528,Bar Square,,"Aluminum 3003 Square Bar, 6.18"" x 150.3"" length",,Powder Coated,3003,,,,,150.3,Aluminum 3003,5,,AL-3003-BS-6180x150,6.18,,MetalSupply Direct,H18,,1492.3,inches,,559.51,
,514,Bar Square,,"Aluminum 6061 Square Bar, 6.494"" x 69.3"" length",,Painted,6061,,,,,69.3,Aluminum 6061,1,,AL-6061-BS-6494x69,6.494,,SteelMasters Ltd,T651,,670.52,inches,,284.86,
,443,Tube Square,Annealed,"Titanium Grade 7 Tube Square, 0.515"" x 0.515"" x 0.488"" wall",,,Grade 7,,0.515,,,139.5,Titanium Grade 7,1,,TI-Grade 7-TS-0515x0515x0488,,,MetalTech Industries,,,89.49,inches,0.488,1.19,0.515
,25,Channel,,Aluminum 7075 Channel,,Painted,7075,,,,,,Aluminum 7075,50,,AL-7075-CH-331,,,SteelMasters Ltd,H14,,2.74,inches,,0.97,
,628,Plate,Solution Annealed,"Nickel Alloy Inconel 625 Plate, 93.72"" x 51.02"" x 5.522"" thick",,,Inconel 625,,,,,93.72,Nickel Alloy Inconel 625,1,,NI-Inconel 625-PL-94x51x5522,,,MetalDepot Supply,,5.522,520738.95,inches,,8006.74,51.02
,531,Tube Square,,"Copper 145 Tube Square, 5.487"" x 5.487"" x 0.153"" wall",,,145,,5.487,,,235.3,Copper 145,25,,CU-145-TS-5487x5487x0153,,,AlumTech Solutions,Hard,,5278.76,inches,0.153,248.45,5.487
,958,Tube Square,,"Brass C360 Tube Square, 1.949"" x 1.949"" x 0.473"" wall",,,C360,,1.949,,,232.1,Brass C360,50,,BR-C360-TS-1949x1949x0473,,,SteelWorks Express,H04,,2428.98,inches,0.473,198.89,1.949
,416,Tube Square,,"Copper 101 Tube Square, 1.431"" x 1.431"" x 0.27"" wall",,,101,,1.431,,,33.2,Copper 101,1,,CU-101-TS-1431x1431x0270,,,AlloyExperts Inc,Soft,,216.73,inches,0.27,13.47,1.431
,356,Plate,Work Hardened,"Bronze C932 Plate, 228.41"" x 41.85"" x 7.463"" thick",,,C932,,,,,228.41,Bronze C932,10,,BZ-C932-PL-228x42x7463,,,SteelCorp Supply,,7.463,170437.97,inches,,22662.82,41.85
,569,Channel,Tempered,Tool Steel O1 Channel,,,O1,,,,,,Tool Steel O1,5,,TS-O1-CH-649,,,MetalMart Industries,,,85.99,inches,,2.82,
,95,Angle,Solution Annealed,"Nickel Alloy Monel 400 Angle, 3.212"" x 3.073"" x 0.949"" thick",,,Monel 400,,,3.212,3.073,91.1,Nickel Alloy Monel 400,1,,NI-Monel 400-AN-953,,,SteelConnection,,0.949,13512.36,inches,,139.89,
,691,Wire,Aged,"Titanium Grade 12 Wire, 0.2102"" diameter x 4866.0 feet",0.2102,,Grade 12,,,,,4866.0,Titanium Grade 12,5,,TI-Grade 12-WR-497,,,MetalCrafters Inc,,,28500.03,feet,,329.18,
,32,Bar Rectangular,,"Carbon Steel 8620 Rectangular Bar, 1.273"" x 3.899"" x 198.7"" length",,Zinc Plated,8620,,3.899,,,198.7,Carbon Steel 8620,5,,CS-8620-BX-1273x3899x199,,,SteelCorp Supply,,,466.4,inches,,279.48,1.273
,789,Bar Square,,"Carbon Steel 1045 Square Bar, 1.061"" x 86.8"" length",,Hot Rolled,1045,,,,,86.8,Carbon Steel 1045,1,,CS-1045-BS-1061x87,1.061,,SpecialtyAlloys Ltd,,,59.02,inches,,27.69,
,393,Wire,,"Copper 101 Wire, 0.4667"" diameter x 441.0 feet",0.4667,,101,,,,,441.0,Copper 101,10,,CU-101-WR-373,,,TitaniumPro Inc,Soft,,6809.28,feet,,292.82,
5.757,44,Bar Hex,Aged,"Titanium Grade 5 Hexagonal Bar, 5.757"" across flats x 122.1"" length",,,Grade 5,,,,,122.1,Titanium Grade 5,25,,TI-Grade 5-BH-HEX5757x122,,,IndustrialMetals Inc,,,117797.38,inches,,1707.92,
,101,Plate,,"Carbon Steel 4140 Plate, 202.67"" x 25.17"" x 8.0"" thick",,Zinc Plated,4140,,,,,202.67,Carbon Steel 4140,50,,CS-4140-PL-203x25x8000,,,AlloyMasters Corp,,8.0,17164.3,inches,,11564.84,25.17
,566,Tube Square,As Cast,"Bronze C220 Tube Square, 4.243"" x 4.243"" x 0.38"" wall",,,C220,,4.243,,,110.0,Bronze C220,1,,BZ-C220-TS-4243x4243x0380,,,MetalTech Industries,,,3675.14,inches,0.38,205.19,4.243
,987,Sheet,,"Aluminum 2024 Sheet, 111.42"" x 67.42"" x 0.295"" thick",,Powder Coated,2024,,,,,111.42,Aluminum 2024,1,,AL-2024-SH-111x67x0295,,,MetalCraft Supply,T651,0.295,423.68,inches,,216.0,67.42
,367,Tube Round,,"Copper 110 Round Tube, 9.963"" OD x 0.659"" wall x 170.6"" length",,,110,,,,,170.6,Copper 110,50,9.963,CU-110-TR-OD9963x0659x171,,,CopperSource Ltd,Half Hard,,15312.29,inches,0.659,1062.92,
,866,Channel,,Aluminum 5052 Channel,,Painted,5052,,,,,,Aluminum 5052,100,,AL-5052-CH-807,,,AlloyMasters Corp,T651,,2.79,inches,,0.97,
,535,Wire,Hardened,"Tool Steel S7 Wire, 0.0959"" diameter x 3757.0 feet",0.0959,,S7,,,,,3757.0,Tool Steel S7,50,,TS-S7-WR-255,,,MetalWarehouse Co,,,3532.98,feet,,91.7,
,917,Bar Round,Cold Worked,"Nickel Alloy Monel 400 Round Bar, 6.342"" diameter x 45.4"" length",6.342,,Monel 400,,,,,45.4,Nickel Alloy Monel 400,5,,NI-Monel 400-BR-D6342x45,,,AlloyExperts Inc,,,36912.25,inches,,434.89,
1.669,429,Bar Hex,As Cast,"Bronze C932 Hexagonal Bar, 1.669"" across flats x 48.6"" length",,,C932,,,,,48.6,Bronze C932,100,,BZ-C932-BH-HEX1669x49,,,BrassWorks LLC,,,1532.5,inches,,111.73,
,512,Bar Square,,"Alloy Steel A36 Square Bar, 4.595"" x 103.4"" length",,,A36,Annealed,,,,103.4,Alloy Steel A36,10,,AS-A36-BS-4595x103,4.595,,SteelWorks Express,,,1787.72,inches,,618.68,
,374,Sheet,,"Aluminum 1100 Sheet, 17.26"" x 80.08"" x 1.316"" thick",,Painted,1100,,,,,17.26,Aluminum 1100,1,,AL-1100-SH-17x80x1316,,,AluminumDirect,H14,1.316,297.61,inches,,177.29,80.08
,877,Bar Rectangular,,"Aluminum 6063 Rectangular Bar, 0.739"" x 2.062"" x 41.8"" length",,Mill,6063,,2.062,,,41.8,Aluminum 6063,1,,AL-6063-BX-0739x2062x42,,,PrecisionMetal Co,H32,,16.56,inches,,6.21,0.739
,448,Sheet,,"Brass C260 Sheet, 88.17"" x 94.64"" x 1.263"" thick",,,C260,,,,,88.17,Brass C260,25,,BR-C260-SH-88x95x1263,,,MetalWarehouse Co,H01,1.263,17956.45,inches,,3233.89,94.64
,704,Bar Square,,"Copper 145 Square Bar, 2.293"" x 216.4"" length",,,145,,,,,216.4,Copper 145,50,,CU-145-BS-2293x216,2.293,,TitaniumPro Inc,Half Hard,,5673.96,inches,,368.03,
,510,Channel,,Carbon Steel 4130 Channel,,Pickled,4130,,,,,,Carbon Steel 4130,1,,CS-4130-CH-678,,,SteelTech Solutions,,,6.22,inches,,2.83,
,906,Bar Round,,"Alloy Steel A572 Round Bar, 0.144"" diameter x 223.8"" length",0.144,,A572,Stress Relieved,,,,223.8,Alloy Steel A572,1,,AS-A572-BR-D0144x224,,,MetalDistributors LLC,,,2.53,inches,,1.03,
,778,Beam I,Aged,Titanium Grade 1 Beam I,,,Grade 1,,,,,,Titanium Grade 1,100,,TI-Grade 1-BM-370,,,TitaniumPro Inc,,,80.02,inches,,1.62,
,263,Tube Square,Heat Treated,"Bronze C954 Tube Square, 1.61"" x 1.61"" x 0.073"" wall",,,C954,,1.61,,,182.5,Bronze C954,1,,BZ-C954-TS-1610x1610x0073,,,SteelTech Solutions,,,447.89,inches,0.073,26.02,1.61
,750,Bar Rectangular,,"Carbon Steel 1020 Rectangular Bar, 2.092"" x 1.625"" x 23.4"" length",,Galvanized,1020,,1.625,,,23.4,Carbon Steel 1020,50,,CS-1020-BX-2092x1625x23,,,AlloySupply Corp,,,46.8,inches,,22.54,2.092
,764,Plate,,"Stainless Steel 420 Plate, 182.92"" x 99.03"" x 11.082"" thick",,2B,420,,,,,182.92,Stainless Steel 420,1,,SS-420-PL-183x99x11082,,,MetalTech Industries,,11.082,260416.76,inches,,57975.34,99.03
,712,Angle,,"Alloy Steel A36 Angle, 4.663"" x 0.79"" x 0.607"" thick",,,A36,Tempered,,4.663,0.79,67.9,Alloy Steel A36,100,,AS-A36-AN-524,,,CopperSource Ltd,,0.607,123.73,inches,,56.6,
,492,Sheet,,"Carbon Steel 4140 Sheet, 113.49"" x 19.46"" x 0.881"" thick",,Zinc Plated,4140,,,,,113.49,Carbon Steel 4140,5,,CS-4140-SH-113x19x0881,,,SteelWorks Express,,0.881,894.5,inches,,551.38,19.46
,468,Wire,Solution Annealed,"Nickel Alloy Inconel 600 Wire, 0.404"" diameter x 4517.0 feet",0.404,,Inconel 600,,,,,4517.0,Nickel Alloy Inconel 600,1,,NI-Inconel 600-WR-130,,,AlloyMasters Corp,,,302725.77,feet,,2107.03,
4.385,513,Bar Hex,Hardened,"Tool Steel S7 Hexagonal Bar, 4.385"" across flats x 104.9"" length",,,S7,,,,,104.9,Tool Steel S7,25,,TS-S7-BH-HEX4385x105,,,AlumTech Solutions,,,44170.2,inches,,1475.56,
,78,Tube Round,Work Hardened,"Bronze C630 Round Tube, 2.172"" OD x 0.339"" wall x 66.4"" length",,,C630,,,,,66.4,Bronze C630,1,2.172,BZ-C630-TR-OD2172x0339x66,,,SteelConnection,,,672.29,inches,0.339,41.18,
,272,Tube Rectangular,Work Hardened,"Bronze C932 Tube Rectangular, 7.823"" x 1.033"" x 0.457"" wall",,,C932,,1.033,,,108.3,Bronze C932,10,,BZ-C932-TX-7823x1033x0457,,,MetalSource Pro,,,3195.25,inches,0.457,249.74,7.823
,108,Foil,Tempered,"Tool Steel W1 Foil, 22.2"" wide x 0.0082"" thick x 7159.0 feet",,,W1,,,,,7159.0,Tool Steel W1,10,,TS-W1-FL-932,,,TitaniumPro Inc,,0.0082,516989.73,feet,,4403.54,22.2
,490,Beam I,,Carbon Steel 4130 Beam I,,Hot Rolled,4130,,,,,,Carbon Steel 4130,100,,CS-4130-BM-295,,,IndustrialMetals Inc,,,5.63,inches,,2.83,
,914,Channel,,Stainless Steel 304 Channel,,Brushed,304,,,,,,Stainless Steel 304,10,,SS-304-CH-175,,,MetalCraft Supply,,,21.66,inches,,2.89,
,741,Bar Square,Work Hardened,"Bronze C630 Square Bar, 6.234"" x 128.3"" length",,,C630,,,,,128.3,Bronze C630,25,,BZ-C630-BS-6234x128,6.234,,MetalMart Industries,,,15148.2,inches,,1583.98,
,441,Wire,,"Carbon Steel 1008 Wire, 0.0563"" diameter x 8982.0 feet",0.0563,Zinc Plated,1008,,,,,8982.0,Carbon Steel 1008,1,,CS-1008-WR-696,,,SteelConnection,,,167.65,feet,,76.04,
,549,Tube Rectangular,Annealed,"Titanium Grade 5 Tube Rectangular, 4.516"" x 1.422"" x 0.111"" wall",,,Grade 5,,1.422,,,92.0,Titanium Grade 5,5,,TI-Grade 5-TX-4516x1422x0111,,,SteelMasters Ltd,,,1533.21,inches,0.111,18.96,4.516
